dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
48;2020-04-09;6;1;11;0;16;2;0;11;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-10;6;1;11;0;16;2;0;12;0;0;0;1;3;1;7;0;3;0;4;0
48;2020-04-11;6;1;11;0;16;2;0;12;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-12;6;1;11;0;16;2;0;12;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-13;6;1;11;0;16;2;0;12;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-14;6;1;11;0;16;2;0;12;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-15;6;1;11;0;16;2;0;12;0;0;0;0;3;1;7;0;3;0;4;0
48;2020-04-16;5;1;12;0;16;2;0;13;0;0;0;1;2;1;8;0;3;0;4;0
48;2020-04-17;5;1;12;0;16;2;0;13;0;0;0;0;2;1;8;0;3;0;4;0
48;2020-04-18;5;1;12;0;16;2;0;13;0;0;0;0;2;1;8;0;3;0;4;0
48;2020-04-19;5;1;12;0;16;2;0;13;0;0;0;0;2;1;8;0;3;0;4;0
48;2020-04-20;5;1;12;0;16;2;0;13;0;0;0;0;2;1;8;0;3;0;4;0
48;2020-04-21;5;1;12;0;16;2;0;13;0;0;0;0;2;1;8;0;3;0;4;0
48;2020-04-22;4;1;13;0;16;2;0;14;0;0;0;1;1;1;9;0;3;0;4;0
48;2020-04-23;4;1;13;0;16;2;0;14;0;0;0;0;1;1;9;0;3;0;4;0
48;2020-04-24;2;0;15;0;16;2;0;16;0;0;0;2;0;0;10;0;2;0;5;0
48;2020-04-25;2;0;15;0;16;2;0;16;0;0;0;0;0;0;10;0;2;0;5;0
48;2020-04-26;2;0;15;0;16;2;0;16;0;0;0;0;0;0;10;0;2;0;5;0
49;2020-03-19;16;3;28;0;13;3;0;5;13;3;0;5;7;2;17;0;9;1;11;0
49;2020-03-20;22;4;38;0;22;3;0;12;9;0;0;7;13;3;20;0;9;1;18;0
49;2020-03-21;22;6;35;2;31;8;2;14;9;5;2;2;12;4;20;2;9;1;15;0
49;2020-03-22;22;6;40;2;39;9;2;21;8;1;0;7;12;3;24;2;10;3;16;0
49;2020-03-23;46;10;43;4;67;14;4;22;28;5;2;1;22;4;24;4;24;6;19;0
49;2020-03-24;58;15;48;5;85;22;5;27;18;8;1;5;29;8;27;4;29;7;21;1
49;2020-03-25;67;16;55;6;104;24;6;34;19;2;1;7;42;9;29;4;25;7;26;2
49;2020-03-26;79;20;65;8;130;30;8;44;26;6;2;10;50;12;30;5;29;8;35;3
49;2020-03-27;91;22;73;10;155;35;11;53;25;5;3;9;59;13;33;6;32;9;40;4
49;2020-03-28;107;29;81;10;176;40;11;61;21;5;0;8;69;22;39;6;38;7;42;4
49;2020-03-29;117;29;92;10;198;40;11;72;22;0;0;11;76;22;41;6;41;7;51;4
49;2020-03-30;125;30;94;14;220;49;15;74;22;9;4;2;77;23;42;8;48;7;52;6
49;2020-03-31;144;34;112;18;263;59;19;94;43;10;4;20;87;25;51;11;57;9;61;7
49;2020-04-01;150;40;127;18;289;69;19;109;26;10;0;15;95;32;58;11;55;8;69;7
49;2020-04-02;144;40;146;23;309;74;24;128;20;5;5;19;85;31;71;14;57;8;75;9
49;2020-04-03;152;53;163;27;326;81;28;146;17;7;4;18;91;41;81;16;60;11;82;11
49;2020-04-04;157;55;166;29;334;82;30;149;8;1;2;3;94;42;83;17;62;12;83;12
49;2020-04-05;161;55;171;33;344;83;34;155;10;1;4;6;95;40;87;21;65;14;84;12
49;2020-04-06;165;53;176;39;356;86;40;162;12;3;6;7;101;43;90;24;63;9;86;15
49;2020-04-07;174;53;196;44;391;89;45;183;35;3;5;21;112;43;97;26;61;9;99;18
49;2020-04-08;182;52;206;47;415;94;48;196;24;5;3;13;112;40;101;29;68;11;105;18
49;2020-04-09;191;53;218;47;437;99;48;209;22;5;0;13;115;40;106;29;74;13;112;18
49;2020-04-10;194;54;233;49;457;101;50;229;20;2;2;20;119;42;114;30;73;12;119;19
49;2020-04-11;203;46;242;53;480;102;54;242;23;1;4;13;122;35;115;32;79;11;127;21
49;2020-04-12;220;47;245;53;500;104;54;246;20;2;0;4;128;37;117;32;90;10;128;21
49;2020-04-13;222;45;253;54;512;104;55;255;12;0;1;9;131;35;119;32;88;10;134;22
49;2020-04-14;232;44;257;56;528;106;57;259;16;2;2;4;136;34;122;33;92;10;135;23
49;2020-04-15;212;44;279;60;539;110;61;282;11;4;4;23;126;31;133;35;82;13;146;25
49;2020-04-16;219;40;292;66;566;110;67;295;27;0;6;13;131;29;139;39;84;11;153;27
49;2020-04-17;208;40;302;69;573;110;70;309;7;0;3;14;125;29;144;40;79;11;158;29
49;2020-04-18;205;38;306;73;580;110;74;314;7;0;4;5;121;28;146;42;80;10;160;31
49;2020-04-19;202;38;310;75;583;111;76;318;3;1;2;4;120;29;148;42;78;9;162;33
49;2020-04-20;204;41;313;76;591;114;77;322;8;3;1;4;123;30;148;43;78;11;164;33
49;2020-04-21;193;37;324;78;595;114;79;334;4;0;2;12;118;28;153;44;73;9;169;34
49;2020-04-22;188;34;334;82;607;114;83;344;12;0;4;10;112;25;157;48;74;9;175;34
49;2020-04-23;190;32;345;85;623;114;86;355;16;0;3;11;113;24;165;50;75;8;178;35
49;2020-04-24;186;30;347;89;626;114;90;358;3;0;4;3;110;23;166;53;74;7;179;36
49;2020-04-25;180;30;354;91;629;115;92;366;3;1;2;8;105;23;171;54;73;7;181;37
49;2020-04-26;174;29;357;94;629;115;95;369;0;0;3;3;101;22;173;56;71;7;182;38
50;2020-03-19;6;0;2;0;0;2;0;1;0;2;0;1;3;0;1;0;3;0;1;0
50;2020-03-20;12;4;2;0;6;4;0;1;6;2;0;0;5;1;1;0;7;3;1;0
50;2020-03-21;15;4;2;0;12;4;0;2;6;0;0;1;7;1;1;0;8;3;1;0
50;2020-03-22;19;5;3;0;14;6;0;2;2;2;0;0;9;2;1;0;10;3;2;0
50;2020-03-23;20;7;4;0;16;7;0;3;2;1;0;1;9;4;2;0;11;3;2;0
50;2020-03-24;20;6;4;2;18;8;2;3;2;1;2;0;11;5;2;0;9;1;2;2
50;2020-03-25;21;5;8;3;24;8;3;7;6;0;1;4;13;5;4;0;8;0;4;3
50;2020-03-26;22;6;9;3;26;9;3;8;2;1;0;1;13;6;5;0;9;0;4;3
50;2020-03-27;26;7;11;4;33;10;4;10;7;1;1;2;12;6;6;1;13;1;5;3
50;2020-03-28;32;11;11;4;39;14;4;10;6;4;0;0;17;10;6;1;14;1;5;3
50;2020-03-29;37;13;13;6;48;16;6;12;9;2;2;2;21;11;6;2;15;2;7;4
50;2020-03-30;46;15;14;7;60;19;7;13;12;3;1;1;26;13;7;3;18;2;7;4
50;2020-03-31;46;16;16;10;65;20;10;15;5;1;3;2;27;14;7;4;19;2;8;5
50;2020-04-01;54;19;18;10;75;23;10;17;10;3;0;2;31;16;8;4;23;3;9;5
50;2020-04-02;57;21;23;11;84;25;11;22;9;2;1;5;35;18;10;4;21;3;12;6
50;2020-04-03;59;21;27;10;91;26;11;26;7;1;0;4;36;17;12;3;22;3;14;6
50;2020-04-04;65;21;29;11;100;27;12;28;9;1;1;2;40;17;14;3;24;3;14;7
50;2020-04-05;75;24;29;13;110;28;14;28;10;1;2;0;45;20;14;4;27;3;14;8
50;2020-04-06;70;24;32;15;112;29;16;31;2;1;2;3;42;20;16;5;24;3;15;9
50;2020-04-07;66;23;40;17;120;30;18;39;8;1;2;8;40;20;19;6;23;2;20;10
50;2020-04-08;65;23;43;17;121;30;18;42;1;0;0;3;39;20;21;6;23;2;21;10
50;2020-04-09;71;23;44;19;130;30;20;43;9;0;2;1;40;20;22;7;27;2;21;11
50;2020-04-10;79;23;46;19;140;31;20;46;10;1;0;3;43;19;25;7;32;3;20;11
50;2020-04-11;71;21;53;21;142;31;22;53;2;0;2;7;40;17;27;9;28;3;24;11
50;2020-04-12;72;20;55;21;145;31;22;55;3;0;0;2;41;17;28;9;27;2;25;11
50;2020-04-13;73;20;55;21;146;31;22;55;1;0;0;0;42;17;28;9;27;2;25;11
50;2020-04-14;78;20;56;26;157;31;27;56;11;0;5;1;45;17;28;12;31;2;26;14
50;2020-04-15;76;19;61;29;163;33;30;61;6;2;3;5;42;15;31;14;32;3;28;15
50;2020-04-16;77;20;65;29;168;34;30;65;5;1;0;4;44;16;33;14;31;3;30;15
50;2020-04-17;74;15;67;29;169;34;30;67;1;0;0;2;44;13;34;14;29;2;31;15
50;2020-04-18;72;15;69;30;172;35;31;69;3;1;1;2;44;12;35;14;27;3;32;16
50;2020-04-19;77;16;69;30;177;37;31;69;5;2;0;0;48;14;35;14;28;2;32;16
50;2020-04-20;80;18;70;32;184;39;33;70;7;2;2;1;47;15;36;16;32;3;32;16
50;2020-04-21;74;18;78;32;186;39;33;78;2;0;0;8;44;15;41;16;29;3;35;16
50;2020-04-22;61;14;85;34;187;39;35;85;1;0;2;7;37;12;44;16;24;2;38;18
50;2020-04-23;53;13;94;35;191;39;36;94;4;0;1;9;33;11;45;17;20;2;46;18
50;2020-04-24;51;11;92;36;191;39;37;95;0;0;1;1;33;11;45;17;18;0;44;19
50;2020-04-25;51;12;92;36;191;39;37;95;0;0;0;0;32;11;45;17;19;1;44;19
50;2020-04-26;52;12;92;36;192;39;37;95;1;0;0;0;32;11;45;17;20;1;44;19
51;2020-03-19;39;7;14;2;25;2;1;11;25;2;1;11;21;4;6;1;18;3;8;1
51;2020-03-20;54;11;26;2;41;6;1;20;16;4;0;9;32;6;10;1;22;5;15;1
51;2020-03-21;67;16;27;2;67;12;1;21;26;6;0;1;40;9;11;1;27;7;16;1
51;2020-03-22;92;19;27;3;95;17;4;24;28;5;3;3;56;13;11;2;36;6;16;1
51;2020-03-23;117;28;39;8;128;26;7;33;33;9;3;9;72;22;16;6;45;6;23;2
51;2020-03-24;145;33;52;10;176;31;9;47;48;5;2;14;87;26;22;8;58;7;30;2
51;2020-03-25;180;41;65;16;233;41;15;60;57;10;6;13;103;33;29;12;76;8;36;4
51;2020-03-26;199;44;71;19;260;45;18;66;27;4;3;6;118;34;31;13;81;10;40;6
51;2020-03-27;218;47;80;20;291;50;19;75;31;5;1;9;131;35;34;13;85;12;44;7
51;2020-03-28;254;52;113;24;371;63;23;109;80;13;4;34;165;44;43;15;87;8;67;9
51;2020-03-29;260;53;127;26;397;66;25;123;26;3;2;14;169;45;47;16;89;8;77;10
51;2020-03-30;269;62;137;41;430;80;40;134;33;14;15;11;169;50;53;25;98;12;81;16
51;2020-03-31;324;61;170;46;532;84;46;170;102;4;6;36;200;49;66;28;121;12;101;18
51;2020-04-01;329;61;196;53;582;89;53;196;50;5;7;26;198;46;79;34;129;15;114;19
51;2020-04-02;365;65;215;58;639;94;58;215;57;5;5;19;219;48;85;39;141;17;126;19
51;2020-04-03;355;68;237;67;662;99;67;237;23;5;9;22;212;50;97;44;139;18;136;22
51;2020-04-04;384;71;253;70;709;103;70;253;47;4;3;16;224;51;105;46;155;20;144;23
51;2020-04-05;391;71;253;70;716;103;70;253;7;0;0;0;228;51;105;46;158;20;144;23
51;2020-04-06;389;67;271;80;745;104;80;271;29;1;10;18;224;49;116;50;160;18;151;29
51;2020-04-07;391;71;313;88;803;111;88;315;58;7;8;44;217;55;137;55;169;16;172;32
51;2020-04-08;374;63;347;104;839;113;105;350;36;2;17;35;209;49;153;62;160;14;190;41
51;2020-04-09;386;62;365;108;873;116;110;369;34;3;5;19;218;48;162;63;161;14;199;44
51;2020-04-10;392;60;389;118;914;118;120;393;41;2;10;24;220;46;174;71;167;14;209;46
51;2020-04-11;366;58;419;131;930;123;134;424;16;5;14;31;207;45;187;80;154;13;226;50
51;2020-04-12;383;61;428;137;962;127;140;434;32;4;6;10;215;49;190;83;163;12;232;53
51;2020-04-13;395;60;432;139;982;127;142;438;20;0;2;4;221;48;192;85;169;12;233;53
51;2020-04-14;387;58;451;146;1001;128;149;458;19;1;7;20;216;46;205;88;166;12;239;56
51;2020-04-15;383;57;485;151;1040;134;154;492;39;6;5;34;212;44;221;90;165;13;257;59
51;2020-04-16;378;53;495;154;1048;134;157;502;8;0;3;10;205;40;229;92;167;13;259;60
51;2020-04-17;375;53;518;161;1076;137;164;525;28;3;7;23;204;41;239;97;165;12;272;62
51;2020-04-18;344;48;548;175;1090;140;178;555;14;3;14;30;187;36;252;106;151;12;289;67
51;2020-04-19;352;49;550;175;1101;141;178;557;11;1;0;2;192;37;253;106;154;12;290;67
51;2020-04-20;342;49;565;183;1117;144;186;574;16;3;8;17;186;38;259;110;150;11;299;71
51;2020-04-21;342;46;593;186;1153;145;189;604;36;1;3;30;186;35;272;112;151;11;313;72
51;2020-04-22;340;48;612;190;1174;147;193;623;21;2;4;19;190;37;278;114;145;11;326;74
51;2020-04-23;333;46;625;195;1185;147;198;637;11;0;5;14;186;35;283;117;142;11;334;76
51;2020-04-24;344;45;638;196;1208;149;199;650;23;2;1;13;191;35;291;117;148;10;339;77
51;2020-04-25;333;42;653;199;1216;149;202;665;8;0;3;15;184;33;298;119;144;9;347;78
51;2020-04-26;334;42;654;201;1221;149;204;666;5;0;2;1;183;33;298;120;146;9;348;79
52;2020-03-19;4;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1
52;2020-03-20;8;0;5;4;13;0;3;5;13;0;3;5;2;0;1;2;6;0;4;2
52;2020-03-21;9;0;5;4;15;2;3;5;2;2;0;0;3;0;1;2;6;0;4;2
52;2020-03-22;13;2;5;4;17;2;3;5;2;0;0;0;4;1;1;2;9;1;4;2
52;2020-03-23;13;3;6;4;17;2;3;6;0;0;0;1;5;2;1;2;8;1;5;2
52;2020-03-24;24;6;11;5;32;3;4;11;15;1;1;5;12;3;3;3;12;3;8;2
52;2020-03-25;23;7;12;5;32;4;4;12;0;1;0;1;12;3;3;3;11;4;9;2
52;2020-03-26;36;9;13;7;49;6;6;13;17;2;2;1;20;5;4;3;16;4;9;4
52;2020-03-27;49;10;17;8;67;7;7;17;18;1;1;4;28;6;7;3;21;4;10;5
52;2020-03-28;53;11;17;8;72;8;7;17;5;1;0;0;30;7;7;3;23;4;10;5
52;2020-03-29;53;11;17;8;72;8;7;17;0;0;0;0;30;7;7;3;23;4;10;5
52;2020-03-30;55;11;17;8;74;8;7;17;2;0;0;0;32;7;7;3;23;4;10;5
52;2020-03-31;65;13;19;8;85;10;7;19;11;2;0;2;37;8;9;3;28;5;10;5
52;2020-04-01;66;12;20;8;88;10;7;20;3;0;0;1;37;7;10;3;29;5;10;5
52;2020-04-02;66;12;23;8;91;10;7;23;3;0;0;3;36;7;12;3;30;5;11;5
52;2020-04-03;82;15;34;18;125;11;17;34;34;1;10;11;45;11;19;5;37;4;15;13
52;2020-04-04;99;16;44;23;158;14;22;44;33;3;5;10;54;12;25;8;45;4;19;15
52;2020-04-05;99;18;46;25;163;16;24;46;5;2;2;2;52;12;27;9;47;6;19;16
52;2020-04-06;109;18;50;27;183;20;26;51;20;4;2;5;57;12;29;9;52;6;21;18
52;2020-04-07;115;17;55;35;203;22;34;58;20;2;8;7;59;11;32;13;56;6;23;22
52;2020-04-08;107;16;58;37;210;23;36;68;7;1;2;10;57;10;35;14;50;6;23;23
52;2020-04-09;97;16;61;36;219;23;36;77;9;0;0;9;52;10;36;14;45;6;25;22
52;2020-04-10;100;19;72;37;231;25;37;88;12;2;1;11;52;10;41;15;48;9;31;22
52;2020-04-11;99;18;78;40;239;27;40;94;8;2;3;6;49;8;44;18;50;10;34;22
52;2020-04-12;99;18;82;42;245;27;42;98;6;0;2;4;49;8;47;18;50;10;35;24
52;2020-04-13;100;18;83;42;247;27;42;99;2;0;0;1;49;8;48;18;51;10;35;24
52;2020-04-14;103;19;83;43;251;28;43;99;4;1;1;0;51;9;48;19;52;10;35;24
52;2020-04-15;86;19;95;45;258;29;45;111;7;1;2;12;38;9;58;19;48;10;37;26
52;2020-04-16;83;19;100;46;263;31;46;117;5;2;1;6;39;9;59;20;44;10;41;26
52;2020-04-17;83;19;103;46;267;32;46;121;4;1;0;4;40;9;61;20;43;10;42;26
52;2020-04-18;84;23;109;48;276;37;48;127;9;5;2;6;41;11;64;21;43;12;45;27
52;2020-04-19;86;23;110;49;280;37;49;128;4;0;1;1;40;11;64;22;46;12;46;27
52;2020-04-20;87;23;110;49;282;39;49;128;2;2;0;0;40;10;64;22;47;13;46;27
52;2020-04-21;80;22;147;51;314;39;51;165;32;0;2;37;36;9;75;24;44;13;72;27
52;2020-04-22;79;23;122;51;320;41;52;170;6;2;1;5;38;11;70;23;41;12;52;28
52;2020-04-23;76;23;124;52;321;41;53;172;1;0;1;2;37;12;72;23;39;11;52;29
52;2020-04-24;74;21;125;53;322;41;54;173;1;0;1;1;36;11;73;23;38;10;52;30
52;2020-04-25;81;20;125;54;330;42;55;175;8;1;1;2;39;9;73;23;42;11;52;31
52;2020-04-26;79;20;126;55;330;43;56;176;0;1;1;1;38;9;73;24;41;11;53;31
53;2020-03-19;5;1;3;0;3;2;0;1;3;2;0;1;4;1;1;0;1;0;2;0
53;2020-03-20;7;2;3;0;4;2;0;1;1;0;0;0;6;2;1;0;1;0;2;0
53;2020-03-21;7;2;3;0;5;2;0;1;1;0;0;0;6;2;1;0;1;0;2;0
53;2020-03-22;9;2;3;0;6;2;0;1;1;0;0;0;7;2;1;0;2;0;2;0
53;2020-03-23;14;2;3;1;12;3;1;1;6;1;1;0;10;2;1;1;4;0;2;0
53;2020-03-24;14;2;3;1;13;4;1;1;1;1;0;0;10;2;1;1;4;0;2;0
53;2020-03-25;21;4;3;1;20;6;1;1;7;2;0;0;14;4;1;1;7;0;2;0
53;2020-03-26;27;5;3;3;29;7;3;1;9;1;2;0;18;5;1;1;9;0;2;2
53;2020-03-27;45;6;3;3;47;8;3;1;18;1;0;0;23;5;1;1;22;1;2;2
53;2020-03-28;46;6;3;5;50;9;5;1;3;1;2;0;23;5;1;1;23;1;2;4
53;2020-03-29;54;7;3;5;58;10;5;1;8;1;0;0;26;5;1;1;25;1;2;4
53;2020-03-30;56;8;4;7;63;11;7;2;5;1;2;1;30;7;1;2;26;1;3;5
53;2020-03-31;55;9;8;8;71;14;8;6;8;3;1;4;31;8;3;3;24;1;5;5
53;2020-04-01;56;9;11;8;74;15;8;9;3;1;0;3;32;8;4;3;24;1;7;5
53;2020-04-02;60;10;14;8;83;16;8;12;9;1;0;3;29;9;6;3;31;1;8;5
53;2020-04-03;66;12;14;9;89;18;9;12;6;2;1;0;34;11;6;4;32;1;8;5
53;2020-04-04;75;14;14;11;97;19;11;14;8;1;2;2;37;11;7;6;38;3;7;5
53;2020-04-05;74;14;17;11;99;19;11;17;2;0;0;3;36;11;9;6;38;3;8;5
53;2020-04-06;76;14;17;11;101;19;11;18;2;0;0;1;37;11;8;6;39;3;9;5
53;2020-04-07;71;14;22;12;102;19;12;23;1;0;1;5;35;11;11;6;36;3;11;6
53;2020-04-08;74;15;25;13;110;21;13;26;8;2;1;3;33;10;12;7;41;5;13;6
53;2020-04-09;75;14;28;14;115;21;14;29;5;0;1;3;34;10;14;8;41;4;14;6
53;2020-04-10;74;14;30;17;119;21;17;31;4;0;3;2;34;10;15;9;40;4;15;8
53;2020-04-11;65;11;39;18;120;21;18;40;1;0;1;9;33;8;17;9;32;3;22;9
53;2020-04-12;69;11;39;18;124;21;18;40;4;0;0;0;35;8;17;9;34;3;22;9
53;2020-04-13;68;11;41;19;126;22;19;42;2;1;1;2;35;8;18;9;33;3;23;10
53;2020-04-14;71;11;42;19;130;22;19;43;4;0;0;1;36;8;19;9;35;3;23;10
53;2020-04-15;78;10;46;21;144;22;21;48;14;0;2;5;38;7;22;10;40;3;24;11
53;2020-04-16;91;10;49;25;165;22;25;51;21;0;4;3;45;7;25;12;46;3;24;13
53;2020-04-17;92;10;53;26;170;22;26;55;5;0;1;4;42;7;27;13;50;3;26;13
53;2020-04-18;91;11;56;26;172;23;26;58;2;1;0;3;40;8;30;13;51;3;26;13
53;2020-04-19;91;10;57;26;174;23;26;59;2;0;0;1;40;7;30;13;51;3;27;13
53;2020-04-20;90;10;58;27;176;24;27;60;2;1;1;1;39;8;30;14;51;2;28;13
53;2020-04-21;90;10;61;27;179;24;27;63;3;0;0;3;41;8;31;14;49;2;30;13
53;2020-04-22;92;10;65;27;185;24;27;68;6;0;0;5;38;8;35;14;54;2;30;13
53;2020-04-23;91;10;67;27;186;24;27;70;1;0;0;2;39;8;35;14;52;2;32;13
53;2020-04-24;86;10;72;27;187;24;27;75;1;0;0;5;38;8;37;14;48;2;35;13
53;2020-04-25;85;10;73;27;187;24;27;76;0;0;0;1;38;8;37;14;47;2;36;13
53;2020-04-26;85;10;73;27;187;24;27;76;0;0;0;0;38;8;37;14;47;2;36;13
54;2020-03-19;54;23;1;6;14;2;2;1;14;2;2;1;31;16;0;2;20;6;1;4
54;2020-03-20;65;26;2;7;23;3;3;1;9;1;1;0;38;18;0;3;25;7;2;4
54;2020-03-21;76;35;2;9;43;11;13;1;20;8;10;0;46;24;0;5;28;10;2;4
54;2020-03-22;105;57;12;16;88;34;15;11;45;23;2;10;62;39;5;8;42;18;6;7
54;2020-03-23;121;55;16;19;114;42;18;15;26;8;3;4;69;35;7;11;51;20;8;8
54;2020-03-24;161;79;25;24;159;61;23;24;45;19;5;9;90;50;10;14;71;29;14;10
54;2020-03-25;192;83;31;28;206;70;27;30;47;9;4;6;109;52;10;16;83;31;20;12
54;2020-03-26;209;93;41;33;234;75;32;40;28;5;5;10;121;61;17;19;87;32;23;14
54;2020-03-27;253;109;54;35;292;94;34;53;58;19;2;13;147;74;26;20;104;35;27;15
54;2020-03-28;314;131;64;38;372;126;37;65;80;32;3;12;178;91;31;22;134;40;32;16
54;2020-03-29;325;132;72;42;395;130;41;73;23;4;4;8;186;92;34;24;137;40;37;18
54;2020-03-30;372;146;89;50;471;147;49;90;76;17;8;17;214;103;43;29;155;42;45;21
54;2020-03-31;391;150;95;59;506;157;58;96;35;10;9;6;223;104;48;38;165;45;45;21
54;2020-04-01;411;156;132;75;583;179;75;136;77;22;17;40;234;105;62;46;170;49;67;29
54;2020-04-02;465;166;154;85;686;205;85;161;103;26;10;25;254;112;69;52;186;48;79;33
54;2020-04-03;501;180;189;96;763;221;99;196;77;16;14;35;266;123;88;60;203;49;94;35
54;2020-04-04;497;178;210;102;793;230;106;217;30;9;7;21;257;123;102;64;211;47;99;37
54;2020-04-05;488;175;225;109;808;234;113;232;15;4;7;15;249;121;111;67;210;46;105;41
54;2020-04-06;512;171;242;117;857;244;121;249;49;10;8;17;262;113;118;72;223;51;115;44
54;2020-04-07;496;173;287;126;896;251;130;295;39;7;9;46;256;118;136;75;216;48;138;50
54;2020-04-08;480;163;334;136;952;255;141;343;56;4;11;48;252;112;160;80;209;44;158;55
54;2020-04-09;470;160;362;141;977;261;146;373;25;6;5;30;248;113;171;83;205;40;174;57
54;2020-04-10;508;151;378;163;1060;266;170;396;83;5;24;23;259;105;182;96;231;38;180;65
54;2020-04-11;508;150;390;171;1080;266;178;408;20;0;8;12;256;104;190;101;234;38;184;68
54;2020-04-12;496;146;419;174;1104;271;181;436;24;5;3;28;251;103;203;102;229;35;198;70
54;2020-04-13;506;149;426;179;1126;277;186;443;22;6;5;7;260;108;207;105;229;34;201;72
54;2020-04-14;509;147;449;184;1163;283;192;467;37;6;6;24;257;105;216;108;235;35;215;74
54;2020-04-15;487;138;490;194;1200;284;202;509;37;1;10;42;244;98;236;115;229;33;234;77
54;2020-04-16;460;131;520;202;1219;286;210;539;19;2;8;30;233;93;248;119;215;33;252;81
54;2020-04-17;450;127;535;207;1236;287;215;554;17;1;5;15;230;89;256;122;208;33;259;83
54;2020-04-18;443;118;554;220;1262;290;228;573;26;3;13;19;226;83;264;129;205;30;270;89
54;2020-04-19;441;112;561;225;1273;292;233;580;11;2;5;7;224;80;267;133;206;27;273;90
54;2020-04-20;439;113;572;228;1286;295;236;592;13;3;3;12;223;81;273;134;205;27;278;92
54;2020-04-21;439;115;580;234;1308;298;242;604;22;3;6;12;223;81;277;138;205;29;282;94
54;2020-04-22;435;107;588;242;1327;302;250;619;19;4;8;15;225;77;282;141;199;25;285;99
54;2020-04-23;445;108;601;241;1353;306;250;632;26;4;0;13;226;79;292;141;208;25;288;98
54;2020-04-24;450;108;608;247;1372;307;256;639;19;1;6;7;229;78;294;144;210;26;293;101
54;2020-04-25;450;106;637;249;1407;311;258;668;35;4;2;29;230;76;307;146;208;26;309;101
54;2020-04-26;452;109;640;250;1411;314;259;671;4;3;1;3;232;80;310;147;208;25;309;101
55;2020-03-19;35;3;4;0;38;5;0;5;38;5;0;5;17;0;1;0;18;3;3;0
55;2020-03-20;46;5;6;0;43;6;0;6;5;1;0;1;21;2;2;0;25;3;4;0
55;2020-03-21;60;6;7;1;60;7;1;7;17;1;1;1;29;3;3;0;31;3;4;1
55;2020-03-22;60;6;7;1;60;7;1;7;0;0;0;0;29;3;3;0;31;3;4;1
55;2020-03-23;86;7;16;2;95;8;2;16;35;1;1;9;39;3;6;1;46;4;10;1
55;2020-03-24;96;7;20;9;118;10;9;20;23;2;7;4;45;3;6;7;50;4;14;2
55;2020-03-25;107;9;24;11;135;12;11;24;17;2;2;4;50;4;9;7;56;5;15;4
55;2020-03-26;116;10;32;12;154;14;12;32;19;2;1;8;53;5;13;8;62;5;19;4
55;2020-03-27;128;13;37;13;171;16;13;37;17;2;1;5;65;8;16;8;63;5;21;5
55;2020-03-28;130;13;37;14;175;16;14;38;4;0;1;1;68;8;16;8;62;5;21;6
55;2020-03-29;131;13;38;14;178;16;14;39;3;0;0;1;68;8;17;8;63;5;21;6
55;2020-03-30;148;15;55;17;217;20;17;57;39;4;3;18;88;10;23;8;60;5;32;9
55;2020-03-31;141;16;69;22;230;20;22;72;13;0;5;15;82;11;32;12;59;5;37;10
55;2020-04-01;162;19;78;22;258;22;22;81;28;2;0;9;94;14;38;12;66;5;40;10
55;2020-04-02;153;21;93;23;268;25;23;98;10;3;1;17;92;17;43;12;59;4;50;11
55;2020-04-03;154;20;105;25;286;30;25;111;18;5;2;13;95;17;49;12;57;3;56;13
55;2020-04-04;159;21;115;27;304;33;27;121;18;3;2;10;96;18;56;13;61;3;59;14
55;2020-04-05;157;21;118;28;307;34;28;124;3;1;1;3;96;18;58;13;59;3;60;15
55;2020-04-06;169;23;124;31;329;36;31;132;22;2;3;8;101;19;62;16;66;4;62;15
55;2020-04-07;168;23;141;33;347;37;34;151;18;1;3;19;98;18;74;17;68;5;67;16
55;2020-04-08;164;23;147;39;357;38;40;159;10;1;6;8;91;19;79;22;71;4;68;17
55;2020-04-09;158;23;161;41;367;39;42;173;10;1;2;14;89;20;84;23;67;3;77;18
55;2020-04-10;154;24;174;42;380;42;43;186;13;3;1;13;87;21;91;24;66;3;83;18
55;2020-04-11;143;21;183;45;386;42;46;196;6;0;3;10;79;18;95;27;63;3;88;18
55;2020-04-12;144;20;190;49;397;42;50;203;11;0;4;7;76;17;100;29;67;3;90;20
55;2020-04-13;143;20;191;49;398;42;50;204;1;0;0;1;77;17;100;29;65;3;91;20
55;2020-04-14;146;22;199;50;412;45;51;213;14;3;1;9;78;19;103;30;67;3;96;20
55;2020-04-15;146;19;212;52;429;46;53;226;17;1;2;13;77;16;110;31;68;3;102;21
55;2020-04-16;145;21;219;54;438;47;55;234;9;1;2;8;78;18;114;32;66;3;105;22
55;2020-04-17;147;18;222;63;452;47;64;238;14;0;9;4;78;16;116;36;68;2;106;26
